link,artist,artist_country,keywords,subject,styles,mediums,materials,list_price,category,height,width,depth
/art/Painting-83-of-100paintings-project/792144/3154207/view,Elyce Abrams,United States," white, abstract, fluid, gloss acrylic, 100paintings project, pink black blue",Abstract,"Abstract, Cubism, Fine Art, Modern, Conceptual",Acrylic,Wood,$290.00,Painting,12  H, 12  W,1
/art/Painting-The-silent-lake/789797/2554772/view,ilda kapllani,Albania,"beautiful, water, winter, lake, landscape, mountains",Nature,"Fine Art, Realism",Oil,Canvas,$880.00,Painting,27.6  H, 35.4  W,0.8
/art/Painting-Life/323670/2759158/view,vicki disney,United Kingdom,"blue, texture, white, calm, cracked, emotions, grey, life, love",Love,"Abstract Expressionism, Abstract, Expressionism, Fine Art","Acrylic, Ink, Gesso",Canvas,"$2,710.00",Painting,39.4  H, 47.2  W,2.4
/art/Painting-Journeys-at-Inner-Mirrors/393206/2364812/view,Stanislaw Tchaick,Brazil,"plant, root, sea, seed, water, flower, forest, grass, jungle, landscape, nature",Abstract,"Abstract, Expressionism, Modern, Fine Art",Acrylic,Canvas,"$2,190.00",Painting,63  H, 47.2  W,2
/art/Painting-In-der-Landschaft-28/849554/2971995/view,Leni Winkelmann,Germany,"silent, trees, bush, green, landscape, nature",Landscape,"Fine Art, Minimalism, Modern, Photorealism, Realism",Oil,Canvas,"$3,150.00",Painting,59.1  H, 59.1  W,1.4
/art/Painting-In-darkness-Crying-soul-Still-finding-Hope/52178/2214887/view,Krassimir Kolev,Austria,"poem, woman, dramatic painting, back, nude, oils",Body,"Figurative, Realism, Fine Art",Oil,Canvas,$970.00,Painting,9.4  H, 7.1  W,0.8
/art/Painting-magma/888816/3017688/view,Alfonso Borillo,Spain,"paint, paper, shapes, colorful, fluid",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Acrylic, Paper",Canvas,$710.00,Painting,35.4  H, 23.6  W,0.8
/art/Painting-Letter-5/786228/2909360/view,Soyeun Park,South Korea,"spring, korean paper, forest, letter, nature",Nature,"Abstract, Fine Art",color ink on korean paper,Paper,$185.00,Painting,14.6  H, 10.3  W,0.1
/art/Painting-Queen/57954/1576884/view,Yulia Luchkina,Russia,"queen, shine, woman, face, art, goddess, gold, holiday, luxurious, mystery, ornament",Women,"Art Deco, Figurative, Fine Art, Modern, Portraiture",Mixed Media,Canvas,"$16,000.00",Painting,27.6  H, 27.6  W,0.8
/art/Painting-Checkered-rabbit/825897/2835502/view,M*ty*s Czanik,Hungary,"fine art, spraypaint, canvas, acrilyc, abstract, art",Abstract,"Abstract, Fine Art, Street Art","Acrylic, Spray Paint, Ink",Canvas,"$1,080.00",Painting,27.3  H, 19.5  W,0.8
/art/Painting-Amber-breeze/301094/3213300/view,Stas Sugint,Lithuania,"beauty, sky, breeze, amber, girl",Women,Fine Art,Oil,Canvas,"$1,640.00",Painting,17.7  H, 25.6  W,0.8
/art/Painting-Transcribed-study-from-Francisco-de-Zurbaran-painting-section-tonal-study/489960/2460783/view,david stanley,United Kingdom,"study, still life, black and white , old masters, dukes",Still Life,Fine Art,Oil,Canvas,$605.00,Painting,7  H, 10  W,0.2
/art/Painting-Still-life-with-Two-Pears/20615/2575118/view,Mutlu Ertac,United States,"red, blue, Picasso, monet, drink, expressionism, food, fruit, impressionism, kitchen, minimalism, modern",Still Life,"Impressionism, Expressionism, Fine Art, Folk, Minimalism","Acrylic, Ink",Canvas,"$1,450.00",Painting,16  H, 20  W,0.2
/art/Painting-On-a-Loop-1/126029/2940464/view,Dragomir Misina,United Kingdom,"pink, black, blue, white, yellow, gray, green, orange",Abstract,"Abstract, Abstract Expressionism, Conceptual, Fine Art, Modern","Acrylic, Spray Paint",Canvas,"$3,810.00",Painting,59.1  H, 43.3  W,1.2
/art/Painting-Brigitte-Bardot/348568/2197116/view,Andrey Sokolov,Belarus,"actress, smoke, smoking, vintage, smoking woman, Woman's Portrait, celebrity, brigitte bardot, portrait with sigarette, ragged, eging effects",Women,"Figurative, Documentary, Fine Art, Modern, Portraiture",Acrylic,"Canvas, Paper","$3,550.00",Painting,39.4  H, 39.4  W,1.2
/art/Painting-Meet-me-at-Hackney-Wick/919988/3185664/view,Angelique Hartigan,United Kingdom,"sunshine, london, city, dazzle, hackney, London overground",Cities,"Expressionism, Figurative, Fine Art, Impressionism",Acrylic,Canvas,"$1,055.00",Painting,16  H, 16  W,1.5
/art/Painting-Two-Lemons/917361/3175554/view,Lisa Patroni,Australia,"painterly, still life, australia, cloth, sydney, flowers, fruit, Lisa Patroni, lemons, dead flowers",Still Life,Fine Art,Oil,Canvas,$855.00,Painting,20.1  H, 20.1  W,1.3
/art/Painting-blooming-apple-tree/402284/2945366/view,Dorota W*jcik,Poland,"pink, cherry flower, blooming, blossom, spring, Silk Painting, branch, textile art, delicate, floral, Japanese Style",Botanic,"Abstract Expressionism, Figurative, Fine Art, Minimalism, Modern",Household,"Soft (Yarn, Cotton, Fabric), Other","$1,030.00",Painting,31.9  H, 35.6  W,0
/art/Painting-Rowboats-on-the-Shore-Original-Oil-Painting-on-Large-Size-Canvas-Handmade-Artwork-One-of-a-Kind/503607/2740728/view,Vahe Yeremyan,United States,"large wall art, seascape oil painting, large size oil painting, large size seascape, oil painting on canvas, impressionism and traditional, realism fine art, Norton Simon Museum, yellow and ocher, cadmium bright colors, rowboats on the shore, harbor",Floral,"Realism, Impressionism, Art Deco, Abstract, Fine Art",Oil,Canvas,"$2,440.00",Painting,30  H, 55  W,1.5
/art/Painting-bad-murhafucka/298693/3203249/view,Thomas Saliot,France,"smoke, street, color, badboy, hey",Men,"Fine Art, Street Art, Portraiture, Modern",Oil,Canvas,$980.00,Painting,39.4  H, 31.5  W,0.4
/art/Painting-Kaleidoscope/708356/2408010/view,Rachel Yane,Canada,"overlap, overpass, roads, stripes, structure, urban, colours, orange red black, highway, intersection, lines, loops",Fantasy,"Modern, Conceptual, Fine Art",Oil,Canvas,"$3,410.00",Painting,57.9  H, 57.9  W,0
/art/Painting-Guaytiba-Native-s-Port-Module-3-The-Ports-Series/775177/2395605/view,Dionis Figueroa,Dominican Republic,"Native American, Ancestral Voice, Remote Past, Distant Past, Spiritual Joursey, mythology",Culture,"Abstract, Abstract Expressionism, Modern, Fine Art","Oil, Enamel","Canvas, Marble, Other","$31,000.00",Painting,50  H, 50  W,2.5
/art/Painting-West-West/410927/3058582/view,Beata Chrzanowska,United States,"color, female, feminine, figures, abstraction, geometry, life, love, minimalism, nudes",Body,"Figurative, Minimalism, Pop Art, Modern, Fine Art","Acrylic, Oil",Canvas,"$1,080.00",Painting,23  H, 17.5  W,2
/art/Painting-Gardener/262072/121729/view,Valeriy Skrypka,United States,"tree, aplle, gardener, art, life, oil",People,"Realism, Figurative, Fine Art, Portraiture, Surrealism",Oil,"Other, Canvas","$9,600.00",Painting,58  H, 42  W,2
/art/Painting-My-world-of-Interiors-4/732614/2183896/view,Samar Albader,,"acrylic, painting, canvas, art, interiors, media, mixed",Interiors,"Art Deco, Fine Art, Impressionism, Modern","Acrylic, Gesso, Paint",Canvas,"$3,200.00",Painting,39.4  H, 39.4  W,0.8
/art/Painting-A009210/329193/3195691/view,Mike Nicoll,United Kingdom,"Sandpaper, figurative, ink, tizio, model, muse, nude",Nude,"Abstract, Figurative, Fine Art","Oil, Ink",Wood,"$2,510.00",Painting,15  H, 18.1  W,0.5
/art/Painting-Feeling-Good/680761/2701512/view,Stephanie Rivet,Canada,"blue, abstract painting , bright colors, Pallet knife, abstract, grey, orange",Abstract,"Abstract, Abstract Expressionism, Fine Art",Acrylic,Canvas,"$1,720.00",Painting,24  H, 48  W,1.5
/art/Painting-Grey-variation-VI-Abstract-N-1579/91068/3047648/view,Koen Lybaert,Belgium,"structured, abstract, grey variations, layered, oil",Abstract,"Abstract, Fine Art, Abstract Expressionism",Oil,Canvas,"$1,970.00",Painting,31.5  H, 31.5  W,1.6
/art/Painting-Ubano/911838/3165038/view,Armando Villal*n,Venezuela,"building, car, cars, cement, city, environment, asphalt, landscape, lights, mist",Cities,"Impressionism, Figurative, Fine Art, Modern",Acrylic,Canvas,"$3,450.00",Painting,31.5  H, 39.4  W,0
/art/Painting-Landscape-Mont-Blanc-France-Original-oil-Painting-One-of-a-Kind-Large-Size/503607/2816200/view,Vahe Yeremyan,United States,"realism, fine art, oil painting, Alps, Original Painting, one of a kind, alpines, traditional art, Mont Blanc, National park of France, impressionism, landscape",Landscape,"Impressionism, Fine Art, Realism",Oil,Canvas,"$1,027.00",Painting,30  H, 45  W,0.7
/art/Painting-Set-Adrift/45958/1431677/view,Stephen Mitchell,United Kingdom,"painting, blue, textiles, dreamscape, collage, copper, figurative, girl, gold, grey",Women,"Surrealism, Abstract, Figurative, Fine Art, Modern","Fabric, Acrylic",Wood,$760.00,Painting,24  H, 20  W,0.1
/art/Painting-NYC-Out-of-the-Whitney-Museum-Spring-III/813022/3031328/view,Ursula Radel*Leszczynski,Austria,"acrylic, street, stretched, NYC, canvas, whitney, ready to hang, museum, oil",Places,"Abstract, Abstract Expressionism, Fine Art, Modern, Realism","Acrylic, Oil",Canvas,"$2,750.00",Painting,39.4  H, 39.4  W,0.8
/art/Painting-The-Visitation/782692/2636550/view,Mira M White,United States,"spiritual, subtle, textured, Visionary, ethereal",Abstract,"Abstract, Figurative, Fine Art, Minimalism, Modern","Acrylic, Gesso, Paint, Paper","Canvas, Cardboard, Plastic, Wood","$5,350.00",Painting,48  H, 60  W,2
/art/Painting-Falling/757814/2320603/view,Carson James,United States,"red, blue, stencil, brown, streetart, cream, falling, letters, man, money, numbers",Business,"Street Art, Fine Art, Modern, Abstract, Pop Art","Acrylic, Spray Paint, Ink","Canvas, Wood","$1,639.00",Painting,37.5  H, 42  W,1.5
/art/Painting-Cloud-and-smoke/749889/2289696/view,Gagyi Botond,Romania,"erruption, purple, sky, smoke, blue, yellow, vulcano, forest, hill, landscape, mountain",Landscape,"Realism, Fine Art, Modern, Abstract Expressionism, Expressionism",Oil,Canvas,$480.00,Painting,15.7  H, 11.8  W,0.8
/art/Painting-The-Higgs-series-Addicted-like-a-Butterfly/776071/2405693/view,Rombout Oomen,Netherlands,"colorfield, darkness, anti-matter, abstract, light, matter",Science,"Expressionism, Fine Art, Modern",Oil,Canvas,"$4,910.00",Painting,65  H, 59.1  W,1.2
/art/Painting-Trinity/832081/2864452/view,Donald Short,United Kingdom,"brutalism, Owen Luder, Rodney Gordon, Trinitiy Square, get carter",Architecture,Fine Art,Oil,Canvas,"$3,110.00",Painting,28  H, 29.1  W,0.8
/art/Painting-Feels-Familiar/288280/218724/view,Chad Mount,United States,"painting, ship wreck, seascape, chad mount, tribalbot, Blooming Currernts, sea life, abstract, ocean",Abstract,"Abstract Expressionism, Abstract, Fine Art","Mixed Media, Acrylic, Graphite, Pencil, Oil",Wood,"$1,030.00",Painting,18  H, 18  W,2
/art/Painting-Highway-Rain/671216/2798385/view,Chin h Shin,United States,"rain, road, street, traffic, weather, city, lightd, highway, landscape, oil",Cities,"Fine Art, Expressionism, Modern, Impressionism, Abstract Expressionism",Oil,Canvas,"$1,800.00",Painting,16  H, 20  W,1
/art/Painting-Siblings/737785/2725420/view,Victor van de Lande,Netherlands,"siblings, sister, blue, spring, summer, walk, brother, children, dress, green, nature",Family,"Abstract Expressionism, Expressionism, Figurative, Fine Art, Modern",Acrylic,Canvas,"$1,030.00",Painting,33.9  H, 35.4  W,0.8
/art/Painting-16-13-Oil-on-canvas-100-x-100-cm/892641/3040220/view,Martein Peeters,Netherlands,"realism, body, woman, women, clair-obscur, dark, elegant, forest, light, naked, nature, nude",Nude,"Fine Art, Figurative, Realism",Oil,Canvas,"$6,612.00",Painting,39.4  H, 39.4  W,1.6
/art/Painting-You-ve-Got-to-Break-Some-Eggs/405287/2876985/view,Ramona Roush,United States,"blue, vanilla, cinnamon, creme brulee, dessert, eggs, food",Food,"Fine Art, Pop Art, Realism",Oil,Canvas,$445.00,Painting,20  H, 16  W,0.3
/art/Painting/842972/3104669/view,Nina Kirova,Bulgaria,"realism, rose, book, watercolor, still life, dark, furniture, key",Still Life,Fine Art,Watercolor,Paper,$960.00,Painting,21.3  H, 14.2  W,0
/art/Painting-Santa-Maria-Della-Salute-Venice-Original-oil-Painting-Large-Size-Cityscape/503607/3063920/view,Vahe Yeremyan,United States,"santa maria della salute, realism, sail boats, boats, Cityscape, oil painting, Venice, cathedral, original oil painting, architecture, large cityscape, harbor",Architecture,"Fine Art, Impressionism, Realism, Modern, Abstract",Oil,Canvas,$760.00,Painting,36  H, 24  W,0.7
/art/Painting-Landscape-Series-3/739642/2328080/view,Majid Eskandari,Canada,"red, white, abstract expressionism, brown, abstraction, green, landscape, nature, orange",Abstract,"Abstract, Expressionism, Figurative, Fine Art, Modern",Acrylic,Canvas,"$2,910.00",Painting,24  H, 30  W,0.8
/art/Painting-Rock-Shrine-1/838305/3025921/view,Akiko da Silva,Japan,"pink, black, bold, organic, abstract, flat, graphic, layered",Abstract,"Abstract, Fine Art, Modern",Acrylic,Paper,$340.00,Painting,21.3  H, 15  W,0.1
/art/Painting-Underwood/860860/2946467/view,John Hancock,United Kingdom,"ferns, temperate rain forest, ivy, lichen, moss",Landscape,"Fine Art, Impressionism",Oil,Canvas,"$9,350.00",Painting,43.3  H, 43.3  W,1.2
/art/Painting-Reprobate-son/55846/2641877/view,Marek Hospodarsky,Czech Republic,"young man, dark, face, figure, mystery",Portrait,"Expressionism, Figurative, Fine Art, Portraiture",Oil,Canvas,"$1,190.00",Painting,35.4  H, 27.6  W,0.8
/art/Painting-Red-Hook/767442/2814715/view,Susan Washington,United States,"red, sailing, seascape, urban, Mixed Media, NYC, collage, contemporary, abstract, ocean",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern","Acrylic, Fabric",Canvas,"$1,600.00",Painting,36  H, 36  W,1
/art/Painting-Forgive-me/727087/3009170/view,Golriz Rezvani,Canada,"red, black, shower, tears, white, contemporary, figure, grey, accident, baby, mother",People,"Figurative, Surrealism, Expressionism, Fine Art",Acrylic,Paper,$610.00,Painting,11.8  H, 17.7  W,0
/art/Painting-TASSILI-SONG/95582/2577001/view,Robert Gheyssens,France,"space, yellow, fine art, desert, abstract, landscape, modern",Landscape,"Abstract Expressionism, Abstract, Fine Art, Modern",Acrylic,Canvas,"$2,810.00",Painting,45.7  H, 35  W,1.2
/art/Painting-View-Through-Trees/283032/2472744/view,Ron Cooper,United States,"purple, red, blue, trees, white, bluegreen, architecture, nature, orange",Landscape,"Fine Art, Expressionism, Figurative, Modern, Impressionism",Oil,Canvas,"$3,950.00",Painting,42  H, 60  W,1.5
/art/Painting-Omission-Journalism/666083/2309980/view,Don Lisy,United States,"paper, purple, watercolor, charcoal, Signed by Artist, abstract, green, TELLOW, original",Abstract,"Abstract, Abstract Expressionism, Figurative, Fine Art, Expressionism","Watercolor, Charcoal",Paper,$545.00,Painting,11  H, 15  W,1
/art/Painting-Stillife-with-apples-and-parakeet/666205/2728246/view,Kevin Bonnici,Canada,"bird, window, stillife, colourful, modern",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Household, Paper, Paint, Woodstain",Wood,"$1,030.00",Painting,36  H, 24  W,1.5
/art/Painting-My-Zen/57954/1725868/view,Yulia Luchkina,Russia,"woman, zen, collage, face, flower, mandala, neck",Women,"Art Deco, Figurative, Fine Art",Mixed Media,Paper,"$4,710.00",Painting,14.2  H, 14.2  W,0
/art/Painting-explosion/770564/2499333/view,Chang Beom Son,South Korea,"korea, detonation, eruption, explosion, landscape",Landscape,Fine Art,Oil,Canvas,$760.00,Painting,63.8  H, 51.2  W,0.8
/art/Painting-Dimpled-Wood/767246/2363319/view,Mary Angers,United States,"organic, fractasls, flags, geometric, math",Abstract,"Abstract, Conceptual, Fine Art","Oil, Paint, Wood","Wood, Other",$810.00,Painting,17  H, 14  W,3
/art/Painting-Gerber-I/18159/2785804/view,Marisa Mary Myrah,Canada,"botanical, oil painting, floral, wilting gerber, nature",Floral,"Abstract Expressionism, Expressionism, Fine Art, Impressionism",Oil,Wood,$290.00,Painting,6  H, 6  W,1.5
/art/Painting-Big-City-Love-Affair/286282/2911696/view,Sander Steins,Netherlands,"urban, Mixed Media, abstract expressionism, contemporary art, original art, sander steins, Art Collectors, art, art on canvas, nature",Abstract,"Abstract Expressionism, Conceptual, Street Art, Fine Art, Abstract","Acrylic, Graphite, Charcoal, Marker",Canvas,"$3,750.00",Painting,39.4  H, 39.4  W,1
/art/Painting-Turquoise-Memories/190027/2868950/view,Michelle Hold,Italy,"colorfields, run, sea, turquoise, vibrant, gestural painting, abstract, fire, orange",Abstract,"Abstract, Abstract Expressionism, Fine Art","Acrylic, pigments",Canvas,$780.00,Painting,23.6  H, 23.6  W,1.4
/art/Painting-Secret-Window-3/126029/1575039/view,Dragomir Misina,United Kingdom,"pink, black, white, apple green, lemon yellow, orange",Abstract,"Abstract, Abstract Expressionism, Conceptual, Fine Art, Modern",Acrylic,Canvas,"$3,810.00",Painting,59.1  H, 43.3  W,2
/art/Painting-Prepared-Mind-103/58313/2422730/view,Mark Fearn,United Kingdom,"texture, white, brown, abstract, green, layers",Abstract,"Abstract, Abstract Expressionism, Fine Art","Acrylic, Oil","Cardboard, Other",$235.00,Painting,5.8  H, 9.5  W,0.1
/art/Painting-Let-Love-In/296395/2283640/view,Carlos J Tirado,United States,"paintings, pigments, rose, blue, fine art, modern art, abstracts, art, green, oil",Abstract,"Abstract, Abstract Expressionism, Fine Art","Acrylic, Oil, Resin, canvas, pigments","Bronze, Canvas, Other","$4,950.00",Painting,39.4  H, 55.1  W,0.8
/art/Painting-Bookshelves-no-6/636919/3084677/view,Choin Im,South Korea,"plant, study, book, tradition, orange",Abstract,"Abstract, Fine Art","Watercolor, Pencil",Other,$445.00,Painting,10.2  H, 7.8  W,0
/art/Painting-Surfing-on-the-Moon/284518/2601139/view,Chantal Barlow,United States,"sea, blue, textured, water, organic, organic abstract, moon light, abstract, layered, moon, movement, ocean",Abstract,"Abstract, Abstract Expressionism, Conceptual, Expressionism, Fine Art",Acrylic,Wood,"$2,150.00",Painting,12  H, 48  W,0.8
/art/Painting-Shift/415426/2889259/view,Helena Gullstrom,United States,"people, purple, blue, woman, yellow, Mixed Media, silouette, emotional, expressionism, female, figure, moody",Body,"Abstract Expressionism, Expressionism, Figurative, Fine Art, Modern","Acrylic, Paper, Oil, Wood, oilbars",Wood,"$5,150.00",Painting,46  H, 37  W,1.8
/art/Painting-Optimist-11/347991/2565290/view,nilesh palav,India,"love making, divine light, angel, dream, flower, subconscious  mind, optimist",Love,"Fine Art, Abstract Expressionism, Modern",Oil,Canvas,"$5,410.00",Painting,72  H, 54  W,2
/art/Painting-Windshield/829259/2699231/view,Florence Yee,Canada,"rain, rainy, window, windshield, cars, hyperrealism, fog, landscape, motors",Cities,"Fine Art, Photorealism, Realism, Figurative",Oil,Canvas,$630.00,Painting,30  H, 40  W,1
/art/Painting-say-it-halo-II-diptych/154507/3241822/view,karien deroo,Belgium,"pale, pink, portrait, white, woman, fine art, expressionism, figurative, karienderoo, haunting, impressionism, look",Portrait,"Figurative, Fine Art, Portraiture, Expressionism, Impressionism",Oil,Canvas,$990.00,Painting,11.8  H, 11.8  W,1.2
/art/Painting-Uckermark-lila-gr-n/653828/2223803/view,Skadi Engeln,Germany,"path, purple, sky, trees, weather, lila, clouds, violett, fields",Landscape,"Fine Art, Figurative, Impressionism, Realism, Modern","Tempera, crayes",Paper,"$1,350.00",Painting,16.5  H, 23.2  W,0.4
/art/Painting-Yearning/922983/3238766/view,HAE KYOUNG KIM,South Korea,"white owl, yearning, yellow, Gingko tree, moon, night",Animal,Fine Art,"Ink, Black & White, Paper, Watercolor, Color","Paper, Other","$1,240.00",Painting,15.7  H, 15.7  W,0.8
/art/Painting-Canyon-Wall-II/862120/3223901/view,George Brinner,United States,"Arizona, canyon, arizona landscape, rock formation, Magical Realism, George Brinner, red rock landscape, landscape",Landscape,"Modern, Expressionism, Fine Art",Oil,Canvas,"$6,850.00",Painting,48  H, 60  W,2
/art/Painting-F-16-Fighting-Falcon/792949/3200164/view,Gull G,Pakistan,"war, USAF, aircraft, falcon, air plane, f 16,  usa airforce, fighting falcoon",Airplane,"Abstract Expressionism, Art Deco, Fine Art, Modern, Portraiture","Acrylic, Oil, Watercolor, Charcoal, Pastel","Canvas, Carbon Fibre, Iron, Plastic, Steel","$3,650.00",Painting,30  H, 30  W,2
/art/Painting-Avoca-No-11/296527/2954279/view,campbell laird,United States,"fine art, conceptual, abstract, campbell laird, minimalism, modern",Abstract,"Abstract, Conceptual, Fine Art, Minimalism, Modern",Ink,"Paper, Wood, Other","$4,950.00",Painting,50  H, 40  W,1.5
/art/Painting-Letter-2-rejection/93893/3111828/view,Aljona Shapovalova,Russia,"texts, collage, cow skull,  Human, insignia, letter",Abstract,"Abstract, Abstract Expressionism, Dada, Fine Art, Conceptual","Acrylic, Paper","Wood, Other, Cardboard","$2,750.00",Painting,39.4  H, 27.6  W,1.2
/art/Painting-Cosmic-Forces-Series-Influence/813135/2610705/view,Shahna Lax,United States,"six, water, Sacred Space, Sacred Geometry, copper, wall sculpture, dance, archetypal, Divine Feminine, labyrinth, Lifeforce, moon",Body,"Art Deco, Figurative, Fine Art, symbolism","copper, enamels, inks",Other,"$10,000.00",Painting,22.3  H, 28  W,1
/art/Painting-BUNCH-OF-FLOWERS/806156/2577121/view,Luigi Maria de Rubeis,Italy,"perfume, bunch, colours, flowers, de rubeis, nature",Nature,"Figurative, Fine Art, Realism",Oil,Canvas,"$1,740.00",Painting,39.4  H, 47.2  W,1.6
/art/Painting-Escape-2013/65569/2583944/view,Viktoria Shvoren,Russia,"red, sky, trees, abstract, foield, green",Abstract,"Abstract Expressionism, Abstract, Fine Art",Oil,Canvas,$930.00,Painting,31.5  H, 35.4  W,0.6
/art/Painting-Red-Head/169283/2647490/view,Igor Kozlovsky,United States,"portrait, surrealism, figurative art, russian, classicism, fashion, girl, laces",Women,"Realism, Surrealism, Portraiture, Figurative, Fine Art",Oil,Canvas,"$30,750.00",Painting,64  H, 48  W,2
/art/Painting-Untitled-M-11/739642/2281533/view,Majid Eskandari,Canada,"red, blue, woman, abstract expressionism, fine art, expressionism, abstract, figurative, figurative abstraction, modern",Abstract,"Abstract, Modern, Expressionism, Fine Art, Abstract Expressionism",Acrylic,Canvas,"$3,610.00",Painting,30  H, 30  W,0.7
/art/Painting-S-T-413/303510/157301/view,Liliana Miguel Sanz,AR,"painting, people, body, woman, canvas, abstract figure, female, figure, nude, oil",Nude,"Abstract, Illustration, Figurative, Fine Art","Mixed Media, Oil, Gesso",Canvas,"$1,080.00",Painting,17.7  H, 15.8  W,1.6
/art/Painting-Fragment/88358/2571138/view,Louis*pierre Lachapelle,United States,"pencil, pink, red, transparency, charcoal, contemporary, contrast, drawing, expressionism, gesture, movement, oil",Abstract,"Abstract Expressionism, Fine Art, Modern, Pop Art, Street Art","Acrylic, Ink, Oil, Paint, Paper","Canvas, Paper","$3,310.00",Painting,72  H, 48  W,2
/art/Painting-parallel-lives/705753/2907657/view,stephen cimini,United States,"beauty, violet, contemporary, abstract, geometric, modern, orange",Abstract,"Abstract, Modern, Fine Art",Oil,"Canvas, Other","$4,850.00",Painting,48  H, 48  W,2
/art/Painting-Butterfly-2/780858/2441637/view,Cathy Shannon,United Kingdom,"natural linen, butterfly, colourful, abstract, Celtic Animal Sign, nature",Nature,"Fine Art, Abstract, Modern",Oil,Canvas,$785.00,Painting,15  H, 18.1  W,0.8
/art/Painting-Do-The-Right-Thing/68812/537283/view,Valery Koroshilov,,"white egret, people, play, portrait, seaside, square, summer, adventure, boys, game, holiday, jetty",Portrait,"Fine Art, Figurative, Realism",Oil,Canvas,"$2,110.00",Painting,39.4  H, 39.4  W,1.2
/art/Painting-Cool-Autumn-Breeze/177757/2813073/view,Mike Salcido,United States,"acrylic, panel, red, black, blue, white, fineart, landscape, light",Abstract,"Abstract Expressionism, Impressionism, Expressionism, Fine Art",Acrylic,Wood,"$1,950.00",Painting,24  H, 24  W,2
/art/Painting-Cullykhan-Bay-Abstract-N-1682/91068/3169233/view,Koen Lybaert,Belgium,"sea, cliff, abstract, Cullykhan Bay, landscape",Landscape,"Abstract, Fine Art, Abstract Expressionism",Oil,Canvas,"$3,030.00",Painting,39.4  H, 39.4  W,1.8
/art/Painting-Equine-Nude-20t/43705/2902214/view,Benedicte Gele,France,"black lines, equestrian art, horse art, equine artist, horse modern art, blue pastels, horse drawing, trotting horse",Horse,"Expressionism, Figurative, Fine Art",Watercolor,"Canvas, Paper",$330.00,Painting,11.8  H, 11.8  W,0.8
/art/Painting-Funky-forest/757443/2356175/view,jeppe Lauge,Netherlands,"shape, wood, Oilpaint , composition, Material vs. figurationn",Landscape,"Fine Art, Figurative, Conceptual","Oil, Wood",Wood,"$8,600.00",Painting,74.8  H, 78.3  W,2
/art/Painting-Nature-Memory-Book/787256/2509799/view,Christien Naber,Netherlands,"garden path, book, trees, bushes, hedges, hills, landscape, marshes, memory, nature",Landscape,"Modern, Impressionism, Art Deco, Fine Art, Abstract Expressionism",Oil,Canvas,"$3,750.00",Painting,31.5  H, 39.4  W,0.8
/art/Painting-The-field/765934/2438521/view,Artem Brazhnik,Ukraine,"sunlight, brightness, field, impressionism, landscape",Landscape,Fine Art,Oil,Canvas,"$1,990.00",Painting,31.5  H, 39.4  W,1.2
/art/Painting-Vista-22/314224/2888640/view,Ad van Riel,Netherlands,"people, birds, connections, arms, green, orange",Abstract,"Fine Art, Figurative","Acrylic, Oil",Cardboard,$600.00,Painting,9.4  H, 12.6  W,0.4
/art/Painting-Dream-about-jellyfish-and-sea-horses/57954/1448011/view,Yulia Luchkina,Russia,"blue, summer, hammock, dream, girl, nude",Nude,"Art Deco, Figurative, Fine Art",Watercolor,Paper,"$4,410.00",Painting,15.4  H, 19.3  W,0
/art/Painting-Cooper-Lake/50759/2386955/view,Mercedes Cecilia,United States,"river, water, Encaustic, COLOR., abstrack, WoodPanel., lake, lights",Abstract,"Modern, Fine Art, Abstract, Abstract Expressionism",Oil,Wood,$660.00,Painting,15  H, 15  W,4
/art/Painting-Bubi-my-tuxedo-cat/770932/2545261/view,Agnes Bodor,United States,"cat art, black and white cat, cat, tuxedo cat, cat watercolor, bodorka",Animal,Fine Art,Watercolor,Paper,$425.00,Painting,14  H, 20  W,0
/art/Painting-Family-Roots/1437/2528881/view,Nella G Lush,United States,"roots, tree, white, calm, coral, light, meditative, nature",Abstract,"Abstract Expressionism, Abstract, Expressionism, Fine Art","Ink, Oil, Tempera",Canvas,"$7,300.00",Painting,48  H, 48  W,1
/art/Painting-Expansion/707158/2727578/view,Kris Coolens,Belgium,"soft, dark, expansion, figure, girl, light, back",Light,"Expressionism, Portraiture, Realism, Figurative, Fine Art",Acrylic,Canvas,"$2,440.00",Painting,31.5  H, 39.4  W,0.8
/art/Painting-Children-s-Carnival-in-Switzerland-I/219689/2584780/view,Rolando Duartes,Switzerland,"painting, Switzerland, carnival, children, costumes",Portrait,Fine Art,Acrylic,Canvas,"$5,410.00",Painting,39.4  H, 31.5  W,0.8
/art/Painting-Look-XVIII/43705/3046192/view,Benedicte Gele,France,"equestrian artist, horse eye, portrait, modern horse art, animal, animal portrait, glance, horse, horse portrait, horse painting, equine art",Horse,"Expressionism, Figurative, Fine Art","Chalk, Watercolor, Pastel, Gesso",Paper,"$1,060.00",Painting,26  H, 17.7  W,0.8
/art/Painting-Eye-Gear/818508/2693632/view,Marcello Toma,Italy,"oil painting, contemporary art, eye, marcello toma, rotomatismi, gears, art",Culture,"Conceptual, Figurative, Fine Art, Realism",Oil,Canvas,"$2,390.00",Painting,43  H, 55  W,2
